author,timestamp,content,post_url,reactions
unknown,2019-04-08,Does anyone on this site have experience with this learning platform?,https://www.facebook.com/groups/1996906587229548/posts/2018436271743246/?comment_id=2018447661742107&__cft__[0]=AZVdEqVsbKgCW4kvLko6Q56z0S9O7MkBwcIoyAGI9waZSX8-3-MqrmE24eBGQ00ZsGbjlRRMdMOPrBb-CVo9jHfDYoEMB6VY32DzqTgjCYqyudNGjYfxP7Vl_tlLNv-l5qE09NMc8iD7vi_d3n6jw6DT1dKdgcioCJgkGDvAZTvsM-qps0hOKgpi5r1nk_KYZG6i-1h7oTE5t47bQgowmAdj&__tn__=R-R,0
unknown,2019-04-08,They sure take those big trucks around now and do sewer work. And it smells when they are done,https://www.facebook.com/groups/1996906587229548/posts/2018103285109878/?comment_id=2018234545096752&__cft__[0]=AZVxaBCPINVZUU07435dHW7IatX4ds72aj1RzjzY8MSlxoiOo7Ic3rNyE3e6k0l-B_7deBJrYEmqT3WrVsA84flJ_8hdcsnG0ZY1reNuLYZY5HRMUoewm2ZsIx-fus1-3ZIObeGC_zL_c1yGSYhI4niAlBYA-xcwjHSpKoFLm9HTlsyUy6aTALLxRuP9f-JYXFeUf678k1BulyLL6W6AaMi0&__tn__=R-R,0
unknown,2019-04-08,Go   get them an up stre am,https://www.facebook.com/groups/1996906587229548/posts/2018103285109878/?comment_id=2018137635106443&__cft__[0]=AZVxaBCPINVZUU07435dHW7IatX4ds72aj1RzjzY8MSlxoiOo7Ic3rNyE3e6k0l-B_7deBJrYEmqT3WrVsA84flJ_8hdcsnG0ZY1reNuLYZY5HRMUoewm2ZsIx-fus1-3ZIObeGC_zL_c1yGSYhI4niAlBYA-xcwjHSpKoFLm9HTlsyUy6aTALLxRuP9f-JYXFeUf678k1BulyLL6W6AaMi0&__tn__=R-R,0
unknown,2019-04-08,I’d love to challenge Dan Peabody’s whole presentation.,https://www.facebook.com/groups/1996906587229548/posts/2018523665067840/?comment_id=2018544598399080&__cft__[0]=AZVleQzT5x34OfxHF22EeSwQTQRjSPM6T-xbAfi4zg-RtFxj_tz5NPhDjWeSvt_VK3nsR6qfrLLL_7fobarSyXesPmdHK9jyjm9igRV5mlok9N1AyrGFmO3mad3ChJ9wViJRRLDbZvfytBfwTQ2b6iEv0CXBaWaAzVvjW8IxXNO3NnyRzmFVKTSlSr16sU-9aOE&__tn__=R-R,0
unknown,2019-04-08,Thanks Chris I’ll contact you later with further questions and a review brother,https://www.facebook.com/groups/1996906587229548/posts/2017998521787021/?comment_id=2018331268420413&__cft__[0]=AZUhbPud1gQ9hGis2jHcwnVCP2u4lo7fsYfwBwVRbwTC94LvXXjdCig1HDDl7DCXM_UAFsB17OO7Jn8Ik7Uu7nr6RoyRiEWlIq5cfZOe__zOEGvcjrCj48b-9g71fROaDZjpzespuP6mHGRWxns8HmMkq7__IwWJcM27WopUXQ7nNhic_r97c6nG6myCiC7KtBU&__tn__=R-R,0
unknown,2019-04-08,Thanks..,https://www.facebook.com/groups/1996906587229548/posts/2017998521787021/?comment_id=2018057968447743&__cft__[0]=AZUhbPud1gQ9hGis2jHcwnVCP2u4lo7fsYfwBwVRbwTC94LvXXjdCig1HDDl7DCXM_UAFsB17OO7Jn8Ik7Uu7nr6RoyRiEWlIq5cfZOe__zOEGvcjrCj48b-9g71fROaDZjpzespuP6mHGRWxns8HmMkq7__IwWJcM27WopUXQ7nNhic_r97c6nG6myCiC7KtBU&__tn__=R-R,0
unknown,2019-04-08,"When I tried doing it for my fundraising group, I was stopped because of the money I was going to have to pay to obtain it. Can cost upwards of $500+",https://www.facebook.com/groups/1996906587229548/posts/2018095265110680/?comment_id=2018342561752617&__cft__[0]=AZW7sE18knUwU75txWyhF10-CjgPMOWbOOPj1JJ0lkBDknUj7k239ODL7tt0QhnI4ZZG_mH8vzwNrWeY_H8AHOBg5h0YftLFT88_KAxjBLBRNpwUwUGxzYMM9w9VVdzrpZ4GbQhQ5ngxyQ9rAuFArIfilkfTPMZg9dzWLsg8MYg0STuuZeciEZt4Yt7xPPsySWg&__tn__=R-R,0
unknown,2019-04-08,I'm not commenting who I'm.talking too Tommarrow but they are listening to what i know they have access to hydrologists ECT.,https://www.facebook.com/groups/1996906587229548/posts/2018413528412187/?comment_id=2018433231743550&__cft__[0]=AZWJh5fnD4gNHQ-qgQFJpXZ_iqm1hBEato6jqvHrn5LGusliKBHvf3Oc-rgYHP4JDGaoOpUVY4tDhQxNNJzof6Pt9O6h1HO6QdBeAM867jVQIRbV4ILyTtyX0zuU-zqNrHkIYFNVLy5_TvLHCNR4KmxhPzJHtVCJecABG1eKaai84fvOdDbyh1X7dexo01HUKnA&__tn__=R-R,0
unknown,2019-04-08,Keep in mind contamination can be ANYTHING. There are many reasons they close the wells. Ask them to test random ones in that area if you are that concerned...they will not test them all at this time.,https://www.facebook.com/groups/1996906587229548/posts/2018413528412187/?comment_id=2018428211744052&__cft__[0]=AZWJh5fnD4gNHQ-qgQFJpXZ_iqm1hBEato6jqvHrn5LGusliKBHvf3Oc-rgYHP4JDGaoOpUVY4tDhQxNNJzof6Pt9O6h1HO6QdBeAM867jVQIRbV4ILyTtyX0zuU-zqNrHkIYFNVLy5_TvLHCNR4KmxhPzJHtVCJecABG1eKaai84fvOdDbyh1X7dexo01HUKnA&__tn__=R-R,0
unknown,2019-04-08,Trying to remember back whether menasha did night operations back there. I trying to remember whether I could see trucks with headlights back there. They usually quit at 5 because you could go back there and not get chased.,https://www.facebook.com/groups/1996906587229548/posts/2018054908448049/?comment_id=2018354518418088&__cft__[0]=AZWMCdnrU8tlmBBIrGkV86azC9tTe45t610GOJUn0U4bylW7GYe6NNn9SdX9abeng-TDlcsUKYsxXvBXdep-Vv8TIOGEuPW0GgytXXUWeGnDouddwnP_fjj_aH394NQnA50lsQ-A-tXglkr6c-lehc9gY9D0IhdE5dgSkNNElCtDn9SHzokQcULimMVrqRVZ7CY&__tn__=R-R,0
unknown,2019-04-08,Keep going Chris!,https://www.facebook.com/groups/1996906587229548/posts/2018054908448049/?comment_id=2018061238447416&__cft__[0]=AZWMCdnrU8tlmBBIrGkV86azC9tTe45t610GOJUn0U4bylW7GYe6NNn9SdX9abeng-TDlcsUKYsxXvBXdep-Vv8TIOGEuPW0GgytXXUWeGnDouddwnP_fjj_aH394NQnA50lsQ-A-tXglkr6c-lehc9gY9D0IhdE5dgSkNNElCtDn9SHzokQcULimMVrqRVZ7CY&__tn__=R-R,0
unknown,2018-04-08,I'm trying to get a date of the well sale.,https://www.facebook.com/groups/1996906587229548/posts/2011953139058226/?comment_id=2012808708972669&__cft__[0]=AZWI5PSmKVq_fXwEU0JJPU3ot6UzF7NQemzD-XcCcj3hgGXgKzdkSBUVU5rpm3eNUQj4UQ732xWtCU1Hn5bXQYXnnXaB5q1pJCO3kh9OBxx7AkHp56ez7hEmnzCEkQAgcw7KwfUa6cq18c0yCuNWGKnAvw2l0-FXQ8gEsYAYSC-xaiaw9LAsWOXkc-lV51Qe7fheuoLM-h68jC7000MGfqSX&__tn__=R-R,0
unknown,2018-04-08,I'm.looking at whether this plume contaminated a city well in 1978. The well was then sold to.menasha and mother liquor entered the water supply at this time with dioxins.,https://www.facebook.com/groups/1996906587229548/posts/2011953139058226/?comment_id=2012808332306040&__cft__[0]=AZWI5PSmKVq_fXwEU0JJPU3ot6UzF7NQemzD-XcCcj3hgGXgKzdkSBUVU5rpm3eNUQj4UQ732xWtCU1Hn5bXQYXnnXaB5q1pJCO3kh9OBxx7AkHp56ez7hEmnzCEkQAgcw7KwfUa6cq18c0yCuNWGKnAvw2l0-FXQ8gEsYAYSC-xaiaw9LAsWOXkc-lV51Qe7fheuoLM-h68jC7000MGfqSX&__tn__=R-R,0
unknown,2018-04-08,If you google the product SDS (formally called MSDS or Material Safety Data Sheet) you should be able to find almost everything online now. You can also look it up by CAS# (Chemical Abstract Service #),https://www.facebook.com/groups/1996906587229548/posts/2011410565779150/?comment_id=2011602675759939&__cft__[0]=AZUDWI2ijXUWS4ieXW0p0sVo1sF_Q5YZVd6v91ZiTqY76dQyeZPslu9IdN_xddnhds4-O7sjlykYZgSdD3kj0a4-6kSOSGiONltbRwotCrLuS-Ftav5LymjXQaTolufPBJH6agJigjPUVVgoV5B9MsqeN_vzV8knGs6HJ_1TOUe43sF_2iCyjZfvJJLQeXqNsE4&__tn__=R-R,0
unknown,2018-04-08,"Chris Newland
you see the link?",https://www.facebook.com/groups/1996906587229548/posts/2011410565779150/?comment_id=2011440392442834&__cft__[0]=AZUDWI2ijXUWS4ieXW0p0sVo1sF_Q5YZVd6v91ZiTqY76dQyeZPslu9IdN_xddnhds4-O7sjlykYZgSdD3kj0a4-6kSOSGiONltbRwotCrLuS-Ftav5LymjXQaTolufPBJH6agJigjPUVVgoV5B9MsqeN_vzV8knGs6HJ_1TOUe43sF_2iCyjZfvJJLQeXqNsE4&__tn__=R-R,0
unknown,2018-04-08,"I remember as a kid we had some friends that lived on Washington St. about 2 houses from the school however I grew up in Cooper. I remember the water smelling horrible, she lost her life due to cancer a few years ago and he fought breast cancer in the …
See more
",https://www.facebook.com/groups/1996906587229548/posts/2012121735708033/?comment_id=2012509592335914&__cft__[0]=AZWWIdTIr742TMkV56pSzMv_EwCRL5Vm6z2ygVJbWsLjAnwcqZ4k5OyTTuynHbLtvr8loEW0lyU0ZmP5Va167I5cCNyhq-A7PdrkEshVVmxPxc71SRAoNrjFiflT7QQGshBTS6U1B7ZbMaVNjmGdp6HEd6EEnDsGp3IlbyjzLkVdVjCyMnqzyIgCSMQAocO21PU&__tn__=R-R,0
unknown,2018-04-08,Their is starting to be a pattern that is developing.,https://www.facebook.com/groups/1996906587229548/posts/2012121735708033/?comment_id=2012493322337541&__cft__[0]=AZWWIdTIr742TMkV56pSzMv_EwCRL5Vm6z2ygVJbWsLjAnwcqZ4k5OyTTuynHbLtvr8loEW0lyU0ZmP5Va167I5cCNyhq-A7PdrkEshVVmxPxc71SRAoNrjFiflT7QQGshBTS6U1B7ZbMaVNjmGdp6HEd6EEnDsGp3IlbyjzLkVdVjCyMnqzyIgCSMQAocO21PU&__tn__=R-R,0
unknown,2018-04-08,Maybe the group can get the cost lower ask for Jeff Glaser,https://www.facebook.com/groups/1996906587229548/posts/2010987842488089/?comment_id=2011955109058029&__cft__[0]=AZVXNtL6qtsg-DRN_uJo8XYOjfBD2feEfsCmraLKFj_HjV6yB9oyYKU_p9oi26h3Ck_UMKbT3_NPmAUdVC1hu8iDjywXfrUwTBN5Jl98IUiKNDp9rKLr4UDJ5E6Dj4QAZ1l5yvbVDkTg3y-7xIp-MCsAkpPc-Wm7PFmh6fkn8V-hc1NN7BEdY1MzEjOi-pJUg4I&__tn__=R-R,0
unknown,2018-04-08,There's two tests I recommend the 88..and the other one.,https://www.facebook.com/groups/1996906587229548/posts/2010987842488089/?comment_id=2011344525785754&__cft__[0]=AZVXNtL6qtsg-DRN_uJo8XYOjfBD2feEfsCmraLKFj_HjV6yB9oyYKU_p9oi26h3Ck_UMKbT3_NPmAUdVC1hu8iDjywXfrUwTBN5Jl98IUiKNDp9rKLr4UDJ5E6Dj4QAZ1l5yvbVDkTg3y-7xIp-MCsAkpPc-Wm7PFmh6fkn8V-hc1NN7BEdY1MzEjOi-pJUg4I&__tn__=R-R,0
unknown,2018-04-08,I know u r right tho!!!!,https://www.facebook.com/groups/1996906587229548/posts/2012122329041307/?comment_id=2012167195703487&__cft__[0]=AZWZL32sO2HV7YpaIOuaI6MwVhEywdSgWQx4768G7b4V1EFIIxdyD2eygpMzZcXTR6mcAWDV00BtT8D5AAM-YtgUU6mEhRRECfEeLMQ9iomzNpjcmI7Yckujjt6NINE3Wouud_x0AODVeBcUmWKmt7FZm08b10tS3VSzjUNLA5i7f0V5wwsDp0wfxVn8d3ujzdM&__tn__=R-R,0
unknown,2018-04-08,Can you back it up ?? You know they don’t want to point fingers:(,https://www.facebook.com/groups/1996906587229548/posts/2012122329041307/?comment_id=2012166349036905&__cft__[0]=AZWZL32sO2HV7YpaIOuaI6MwVhEywdSgWQx4768G7b4V1EFIIxdyD2eygpMzZcXTR6mcAWDV00BtT8D5AAM-YtgUU6mEhRRECfEeLMQ9iomzNpjcmI7Yckujjt6NINE3Wouud_x0AODVeBcUmWKmt7FZm08b10tS3VSzjUNLA5i7f0V5wwsDp0wfxVn8d3ujzdM&__tn__=R-R,0
unknown,2018-04-08,"Ok everyone! Trucks were there to clean! Thanks for clarifying.
",https://www.facebook.com/groups/1996906587229548/posts/2010869735833233/?comment_id=2011164832470390&__cft__[0]=AZUbQwORrZ9aG3SJqKDHX6jGHgAyCioUDkDohLkMx06al4p3W4GnQ6R4pzBFiY0XldIdgmTDBC0SGdyd65JGGMeRssQA-JboSWsN4Zm-9bJCQ9NzwV5vZB_zgK4ZKizu4Swd2aLkTKy0z9x98JwVGMrf1kFSQ8XWdPOMl4G5-36lAzgBPNQ7qFWYLAND3bi4jf7XSeegHlTvsGwjeoBFoyiA&__tn__=R-R,0
unknown,2018-04-08,"They were there (Brass) facility to clean. They do it at night to not disrupt daytime production, and help parking/traffic flow. As for the News issue, I don't have a clear idea why police were called, other than if the crew was on the property, if the…
See more
",https://www.facebook.com/groups/1996906587229548/posts/2010869735833233/?comment_id=2011164119137128&__cft__[0]=AZUbQwORrZ9aG3SJqKDHX6jGHgAyCioUDkDohLkMx06al4p3W4GnQ6R4pzBFiY0XldIdgmTDBC0SGdyd65JGGMeRssQA-JboSWsN4Zm-9bJCQ9NzwV5vZB_zgK4ZKizu4Swd2aLkTKy0z9x98JwVGMrf1kFSQ8XWdPOMl4G5-36lAzgBPNQ7qFWYLAND3bi4jf7XSeegHlTvsGwjeoBFoyiA&__tn__=R-R,0
unknown,2018-04-08,Tests for these run about 200 bucks national testing laboratories...google them test kits online.,https://www.facebook.com/groups/1996906587229548/posts/2002270123359861/?comment_id=2003110923275781&__cft__[0]=AZXkR7B_dtD-HqGFN68NYgehTSccAxRVi1e6nPW8-kfyowMY_fg6BAJz3aqUComJAKdsCkZ0_urF4wG7TTOr7Z6yndQXNAdGyTJ31OF_atYA4q0JCD4ra81fgsA7YOBfAmHcDTLyze52cLoNLiNBFkjGDhMMAleRPRqUZEFGeBlTGcG9LiA6ARu2zbtuo62ZTetB1-o8c1NPFhnqroG6TW9g&__tn__=R-R,0
unknown,2018-04-08,"Trish Winter
sorry this is the post I meant to tag you on regarding what to do about water.",https://www.facebook.com/groups/1996906587229548/posts/2002270123359861/?comment_id=2002548946665312&__cft__[0]=AZXkR7B_dtD-HqGFN68NYgehTSccAxRVi1e6nPW8-kfyowMY_fg6BAJz3aqUComJAKdsCkZ0_urF4wG7TTOr7Z6yndQXNAdGyTJ31OF_atYA4q0JCD4ra81fgsA7YOBfAmHcDTLyze52cLoNLiNBFkjGDhMMAleRPRqUZEFGeBlTGcG9LiA6ARu2zbtuo62ZTetB1-o8c1NPFhnqroG6TW9g&__tn__=R-R,0
unknown,2018-04-08,My question is OSTEGO is hurting... Parchment? Any similar issues? Just wondering... did they do a better job of dumping? The town is named after Paper!!! Are any of the issues there as well? Or maybe James River covered their sludge  alittle better?!,https://www.facebook.com/groups/1996906587229548/posts/2009382755981931/?comment_id=2010636099189930&__cft__[0]=AZUUAACXayCtqyUP-XUcnfPBpCqOZEGDbRZ4ZIvleEkJh-bNqbfpaukCJrWQTqumUX2zdt9BpPNxHYjj-bS3plTaC_XeW3zZMAYXWEU1qzz52JKLz4DDm8dovvFnK1LNnqxxLA-8jklgH-HYrRWD44NtFlO5L87LH-TM_Awn1WQcqceJyOumcqiSOs-aZ1nfRTY&__tn__=R-R,0
unknown,2018-04-08,I believe you will find a lot of conflicts of interest.,https://www.facebook.com/groups/1996906587229548/posts/2009382755981931/?comment_id=2009524669301073&__cft__[0]=AZUUAACXayCtqyUP-XUcnfPBpCqOZEGDbRZ4ZIvleEkJh-bNqbfpaukCJrWQTqumUX2zdt9BpPNxHYjj-bS3plTaC_XeW3zZMAYXWEU1qzz52JKLz4DDm8dovvFnK1LNnqxxLA-8jklgH-HYrRWD44NtFlO5L87LH-TM_Awn1WQcqceJyOumcqiSOs-aZ1nfRTY&__tn__=R-R,0
unknown,2018-04-08,"We had same experience here on north 15th street. Neighbors around us as well. They called police and plates didn’t add up to registration. Was told to keep eyes open and call police if you come across them again. Something very odd about this group, g…
See more
",https://www.facebook.com/groups/1996906587229548/posts/2010436719209868/?comment_id=2011157222471151&__cft__[0]=AZUCiENZVy0tQXKyVjc3sl-RheaoO-7umd7wjOnHOHCKc2UppcfcOvCQSMeULrOfZ6LAhBNZrsVMalGfd9IL6kMpN8321jQ9JBQw9XBytA4-txdkxMHx0m2WyFn5etyBSuWFLGjVGZGGXYYvA6hP6r3uVDTRZZHl2-IuSNwt5r4ZXBBqgN23K-naqQOghaNeGj4&__tn__=R-R,0
unknown,2018-04-08,"I don’t answer for anyone, if I don’t know who is at my door!",https://www.facebook.com/groups/1996906587229548/posts/2010436719209868/?comment_id=2011083812478492&__cft__[0]=AZUCiENZVy0tQXKyVjc3sl-RheaoO-7umd7wjOnHOHCKc2UppcfcOvCQSMeULrOfZ6LAhBNZrsVMalGfd9IL6kMpN8321jQ9JBQw9XBytA4-txdkxMHx0m2WyFn5etyBSuWFLGjVGZGGXYYvA6hP6r3uVDTRZZHl2-IuSNwt5r4ZXBBqgN23K-naqQOghaNeGj4&__tn__=R-R,0
unknown,2018-04-08,"While I was pregnant I smelled a horrible smell coming from that building. I remember feeling all paranoid thinking it was toxic and I was breathing it while pregnant. I was always super anxious about anything that could harm my babies while pregnant s…
See more
",https://www.facebook.com/groups/1996906587229548/posts/2009710815949125/?comment_id=2009719259281614&__cft__[0]=AZVFw6HhQZiTQYaffKmpXZswnuvhCpC7CLRSJQ2nE3DMPXlVSCoT1l9MU1ran78uYTJSSncFH6rC0WP0SUJa2ISvkjT-03ClrdY1jgdUi4BTNB1xRN3X0MCqRFgFIA9UHJqRK6liUVD14VwfsyxOR-fT9thTlgRxsNoAcxmJDxlrDC3qFCg4u0A2eghMsmPUsdYZfFFHB0MXSKvcJqoWmYZl&__tn__=R-R,0
unknown,2018-04-08,Yes it is still like like that! My mom and I would go for walks and we would walk past the building and walk closer to the road to get away from it. I always wondered how toxic it was. People walk and ride bikes past there all the time!,https://www.facebook.com/groups/1996906587229548/posts/2009710815949125/?comment_id=2009904265929780&__cft__[0]=AZVFw6HhQZiTQYaffKmpXZswnuvhCpC7CLRSJQ2nE3DMPXlVSCoT1l9MU1ran78uYTJSSncFH6rC0WP0SUJa2ISvkjT-03ClrdY1jgdUi4BTNB1xRN3X0MCqRFgFIA9UHJqRK6liUVD14VwfsyxOR-fT9thTlgRxsNoAcxmJDxlrDC3qFCg4u0A2eghMsmPUsdYZfFFHB0MXSKvcJqoWmYZl&__tn__=R-R,0
unknown,2018-04-08,"I just don't understand why, the community and residents didn't get the information, it might have not changed anything but at least we would have known. Instead of being lied to and it hidden. It was easier to get this information from a third-party s…
See more
",https://www.facebook.com/groups/1996906587229548/posts/2010435562543317/?comment_id=2010564399197100&__cft__[0]=AZUU2s57Kj8fiXjfn9O_ZEKFT4cV-1xAYr6TsSxGhREqkCAjnR-JO-gSMmJ2TijfG-Hz6-9-NoZPTv8EfpvckGIEwGwxlz2kWzqusS1AiUitN0lsVNRWZt0DYRBl6wBwCLLMz9pcqbnMOUjtj-OGx_WbUzWl5h5gQ8dO6DZIE6VPefCbTFseDU-oaftNJN0Py-LL3vV_P8mxlaS5GbGnG7mC&__tn__=R-R,0
unknown,2018-04-08,"Inevitable, this is bound to happen. But, these are your homes, you want the problem fixed, you aren't looking to move, you want to live where your living, you just want it safe, once it's safe that will change.",https://www.facebook.com/groups/1996906587229548/posts/2010435562543317/?comment_id=2010554892531384&__cft__[0]=AZUU2s57Kj8fiXjfn9O_ZEKFT4cV-1xAYr6TsSxGhREqkCAjnR-JO-gSMmJ2TijfG-Hz6-9-NoZPTv8EfpvckGIEwGwxlz2kWzqusS1AiUitN0lsVNRWZt0DYRBl6wBwCLLMz9pcqbnMOUjtj-OGx_WbUzWl5h5gQ8dO6DZIE6VPefCbTFseDU-oaftNJN0Py-LL3vV_P8mxlaS5GbGnG7mC&__tn__=R-R,0
unknown,2018-04-08,Is exposure really what we want/need?  My gut reaction is that we want more facts and direction on what is safe; not publicity.,https://www.facebook.com/groups/1996906587229548/posts/2008721756048031/?comment_id=2009498489303691&__cft__[0]=AZWou433MugYS4yXZ-fixXe2lHzsdhWVZ42JQQOsrefAmVMxZDV_pwqDqNqCUjjZsZqFD-CgFyCPflzEAbQ0m12BuZ55g_wiSxb26Ca2Ug7Cq--UMBKlvg1Qo3Q2x031kG_wM-xkOIdmgOUtI1iy4L4C2RkLohEyT-8UF4AQRL3sTEKbx0XPrSZ5ltxKK11SrNQ&__tn__=R-R,0
unknown,2018-04-08,Yep get her here,https://www.facebook.com/groups/1996906587229548/posts/2008721756048031/?comment_id=2009201289333411&__cft__[0]=AZWou433MugYS4yXZ-fixXe2lHzsdhWVZ42JQQOsrefAmVMxZDV_pwqDqNqCUjjZsZqFD-CgFyCPflzEAbQ0m12BuZ55g_wiSxb26Ca2Ug7Cq--UMBKlvg1Qo3Q2x031kG_wM-xkOIdmgOUtI1iy4L4C2RkLohEyT-8UF4AQRL3sTEKbx0XPrSZ5ltxKK11SrNQ&__tn__=R-R,0
unknown,2018-04-08,Thank you!!! Everyone let’s do this!!,https://www.facebook.com/groups/1996906587229548/posts/2010445102542363/?comment_id=2010552262531647&__cft__[0]=AZU1eakKQpB9nwEszmtt_ifQTrHT_gQrKdXBQ5KPl_DvF_KJ8nUYyhVHxzIgkIJuLoR7OYcj6T2yuu6mtnKw5FPpHQiamx797Sk2l5HW924cLSo2nnEFM7vGD98eWQSSa2NH4K5rt7nExJBXo7ilJ1KhdA635aRDLBIiDB0X1WdVRwxGcSLB8QWusgPmWwmg4gX43jJ9NYrInmlRnLSoJjXy&__tn__=R-R,0
unknown,2018-04-08,What is this?,https://www.facebook.com/groups/1996906587229548/posts/2010445102542363/?comment_id=2010452042541669&__cft__[0]=AZU1eakKQpB9nwEszmtt_ifQTrHT_gQrKdXBQ5KPl_DvF_KJ8nUYyhVHxzIgkIJuLoR7OYcj6T2yuu6mtnKw5FPpHQiamx797Sk2l5HW924cLSo2nnEFM7vGD98eWQSSa2NH4K5rt7nExJBXo7ilJ1KhdA635aRDLBIiDB0X1WdVRwxGcSLB8QWusgPmWwmg4gX43jJ9NYrInmlRnLSoJjXy&__tn__=R-R,0
unknown,2018-04-08,"Maybe our local well drillers have info about aquafer locations, depth, water testing & changes over the years.",https://www.facebook.com/groups/1996906587229548/posts/2005133983073475/?comment_id=2006046756315531&__cft__[0]=AZVsPnXWZ_KhzPqeu5CXwnl6JKn9pWaouXdwVZ6C6Tj39YmZEhrEixfObMN2D1r1U1Qze-HchkqE8SngDf9WU_4c4YHetF95G3L69jA5QuwSiCDb3iraykYFGRZrn4DIxjG_tzxndCRURWAOr1PK9lFbtblnHfUlvuiOWQNLQHW0pgd6D2cRULIXjwUWpKWysyk&__tn__=R-R,0
unknown,2018-04-08,Great idea!,https://www.facebook.com/groups/1996906587229548/posts/2005133983073475/?comment_id=2005205156399691&__cft__[0]=AZVsPnXWZ_KhzPqeu5CXwnl6JKn9pWaouXdwVZ6C6Tj39YmZEhrEixfObMN2D1r1U1Qze-HchkqE8SngDf9WU_4c4YHetF95G3L69jA5QuwSiCDb3iraykYFGRZrn4DIxjG_tzxndCRURWAOr1PK9lFbtblnHfUlvuiOWQNLQHW0pgd6D2cRULIXjwUWpKWysyk&__tn__=R-R,0
unknown,2018-04-08,"I find it very suspicious that we are having a hard time finding records specific to the Otsego paper mills. Just my personal opinion. And from I can see from satellite imaging of Rock Tenn the waste lagoons are still there, unless I’m seeing something else.",https://www.facebook.com/groups/1996906587229548/posts/2005238219729718/?comment_id=2005240616396145&__cft__[0]=AZUhM8G848vPyD-S6_MihPjMvx0rx3ZDnt-F9nCgp9x-wDZj2DpDxnaGA_qBOGNeQQd9xhOj_GW5V7QC0YHfx6sCpxzOu7M7ngGJLgFkNsm8OgjYMmtlCbTa4ts1-Jk7xVg_8tGvmeZnApMd1q0YepG3TKmAeYPTwjoI_bOEVezZms-4ZJZS5x-ax0PpcfbmSa9kkd_teRzPwzVhILPZuMe4&__tn__=R-R,0
unknown,2018-04-08,"I thought this had been shared already! There is info specific to the Otsego Mills, there has to be! Menasha produced food grade cardboard, so there was FDA oversight at some point. MDEQ, DNR, EPA all have had oversight and regulation for at least the …
See more
",https://www.facebook.com/groups/1996906587229548/posts/2005238219729718/?comment_id=2005244326395774&__cft__[0]=AZUhM8G848vPyD-S6_MihPjMvx0rx3ZDnt-F9nCgp9x-wDZj2DpDxnaGA_qBOGNeQQd9xhOj_GW5V7QC0YHfx6sCpxzOu7M7ngGJLgFkNsm8OgjYMmtlCbTa4ts1-Jk7xVg_8tGvmeZnApMd1q0YepG3TKmAeYPTwjoI_bOEVezZms-4ZJZS5x-ax0PpcfbmSa9kkd_teRzPwzVhILPZuMe4&__tn__=R-R,0
unknown,2018-04-08,The whole damn state is so fucked honestly,https://www.facebook.com/groups/1996906587229548/posts/2005331653053708/?comment_id=2005775859675954&__cft__[0]=AZXuJEyw7FqVX1Y-QbYygAwVHqalmALWK79_QUc5WuH-dKgoUyBljemZ5Bs_5KLZsK7c6tiuah43SL6J-QYIKafCwZYkOsTKTI7vNbKwjhFliPi-YyAyituWXASsrWPhAyQJ3k5qE-l7u4xsNllyU8m9ZFO12kCHctH-FPy-ANahZsMr3zN6IExEDBFhlzt7G2ge5KhIiG0qO4UkN_dmolGG&__tn__=R-R,0
unknown,2018-04-08,Its near loviska lane. Zander and Wallace farms used the sludge.,https://www.facebook.com/groups/1996906587229548/posts/2002953836624823/?comment_id=2005393689714171&__cft__[0]=AZVO3Q-oIKfX8sMdxnJqL_C8oYgU6irhPmtJnmgQtvxr2PlXYTGgUNAW70-BX46Y6jZL_ZoIojkEeQY57UKYewsKdG3rOkwIbnv8iZREyyhNkLXB-F7S4UGOZnqwqmIibc7BRA1kYen-264Vr8yUTA_FThSdaUNPuriMYZOyjMO40jEljL7SjSKXYa60lwGbibU&__tn__=R-R,0
unknown,2018-04-08,"The Breck
farm.is
where that subdivision is. Ironic there is a wellhead protected area. Its near star road",https://www.facebook.com/groups/1996906587229548/posts/2002953836624823/?comment_id=2005393443047529&__cft__[0]=AZVO3Q-oIKfX8sMdxnJqL_C8oYgU6irhPmtJnmgQtvxr2PlXYTGgUNAW70-BX46Y6jZL_ZoIojkEeQY57UKYewsKdG3rOkwIbnv8iZREyyhNkLXB-F7S4UGOZnqwqmIibc7BRA1kYen-264Vr8yUTA_FThSdaUNPuriMYZOyjMO40jEljL7SjSKXYa60lwGbibU&__tn__=R-R,0
unknown,2018-04-08,"Not a problem, I wouldn't consume anything from that water.",https://www.facebook.com/groups/1996906587229548/posts/2005711909682349/?comment_id=2005719513014922&__cft__[0]=AZXlLnnxqyQqwJh_tSOylZGjkiUNPKcyF5wKvCBkcryM1OvZuYSj3J3nS0cc2Qd2Vn-XZJ2KfZRjWzPir29w2e_Y4a8M9B8UQLI2M7Hny1UKF6cBL5b_nUuZhJf4vuM9iUTTwVSbS3pfuGfpeQdLdBd3fBkBd2uj3V_pAA3PprLo55WSbWMNqTtXXVhG5UJHFA_fVfHO1DiW94KGtTHlT5Y-&__tn__=R-R,0
